siteid,latitude,longitude,heading,pitch,metric_2,place_id,place_type,processed
44000106,51.390569,-0.504428,106.8849571,4.397929007,1.0,ChIJXZ6ogvd2dkgRWb8xsoo7sa8,gas_station,Yes
44000107,51.85814,0.520539,83.14823353,3.520474001,1.0,,,Yes
44000108,51.857949,0.146444,-77.59072298,-10.49498605,1.0,ChIJT_R-eSmF2EcR24mmNYUQAmY,gas_station,Yes
44000109,51.880177,0.556916,140.9221312,1.571042187,1.0,ChIJb8IQoWnw2EcR06mcBgFlqRM,gas_station,Yes
44000110,56.479862,-2.887665,129.9416457,-2.338723571,1.0,ChIJA0dsGNRdhkgR5JmcDSvXneY,gas_station,Yes
44000111,55.949182,-3.984036,-180.5817538,-1.54919022,1.0,ChIJtQXixVpviEgRdMsgAqiB2f4,gas_station,Yes
44000112,53.182252,-1.384659,28.03793459,-0.409001408,2.0,ChIJM3IXxUaQeUgRTFyNiHZNHMw,gas_station,Yes
44000113,52.036981,-0.690783,149.09,3.57,1.0,ChIJCdOw6kOrd0gRp8yJJmeaKMw,gas_station,Yes
44000114,51.107004,-0.866598,-108.5350254,-0.679871723,1.0,ChIJ2bQJpr8xdEgRm-89DJUwmuc,gas_station,Yes
44000115,52.673081,1.690417,92.34577917,6.64159714,0.0,ChIJbdQc07QA2kcRRQG-EqHXg74,gas_station,Yes
44000116,52.6756,0.945031,6.367056469,-4.083062365,1.0,ChIJGx23cbbX2UcRVdjykluUswA,gas_station,Yes
44000118,52.441877,-1.811039,-69.84491367,4.133720664,1.0,ChIJj9kC3iS6cEgRTrHC_saFtxc,gas_station,Yes
44000119,54.401908,-6.478462,19.62,-2.9,1.0,ChIJR59zOVvuYEgRDHJugAJjFbU,gas_station,Yes
44000120,54.351298,-6.658126,-122.1042771,2.11079218,1.0,ChIJ39-JzGiTYEgR6OwEbtO63EU,gas_station,Yes
44000121,55.90354,-4.37626,-91.49801931,8.133826382,1.0,ChIJh9NBTp5PiEgR4PDHHpnl68o,gas_station,Yes
44000122,51.448087,-0.980366,55.46322781,-5.447255258,1.0,ChIJp_INsxKbdkgRyZJCRU5gUjc,gas_station,Yes
44000123,51.350262,1.021571,-100.5397901,4.369515033,1.0,ChIJKfeo6E4z2UcRJRjHG25sgG0,gas_station,Yes
44000124,55.983857,-3.408282,61.74405579,2.222789807,1.0,ChIJpXoV-_vPh0gRdY_59qkHgOo,gas_station,Yes
44000125,55.805537,-4.342232,-180.6568569,0.032583266,1.0,ChIJ85mYZ3pIiEgRFcLks8qyhvU,gas_station,Yes
44000126,52.551786,0.085855,165.7099834,3.166738348,1.0,ChIJ6V8_2xIG2EcRJE2LjkaMpic,gas_station,Yes
44000127,54.807276,-6.221057,31.956637,-1.078934933,1.0,ChIJMe4rdpyyYUgR-uK72t-OSo8,gas_station,Yes
44000129,55.852573,-4.431461,5.848263976,1.362585264,1.0,ChIJE4VdTkpJiEgRMcowOy7juM0,gas_station,Yes
44000131,57.721358,-3.28373,-121.0792834,-4.86301047,1.0,ChIJ8bIhEiQMhUgRyPJ4zCOGwF0,gas_station,Yes
44000134,54.436544,-6.30116,105.6181546,8.484480822,1.0,ChIJS3xNW6_kYEgR-MMnQt6z3Kw,gas_station,Yes
44000135,56.723579,-2.465644,146.9480678,1.289652017,1.0,ChIJ13L9DzKbhkgRT8KklKUIp7Q,gas_station,Yes
44000136,54.865683,-6.280783,-80.06971776,7.363437474,1.0,ChIJpVC8bspMYEgR0I8B3PDbECk,gas_station,Yes
44000137,55.120099,-6.671473,120.6,-14.26,1.0,ChIJMQ694UU7YEgRk4i2ANgY6vQ,gas_station,Yes
44000138,51.54083,-2.429815,-133.4598584,0.377375387,2.0,ChIJbwRMcJibcUgROHGU76M_rKo,gas_station,Yes
44000139,54.718506,-5.8206,-89.76969823,6.569996316,1.0,ChIJGYNgJ-mhYUgR9uDJcTFheEc,gas_station,Yes
44000141,53.392641,-2.581839,-150.8107216,-1.771288998,1.0,ChIJP7cn-CQCe0gRU2euzSYod4I,gas_station,Yes
44000142,53.447386,-3.000721,-58.12869214,1.65213858,2.0,ChIJ64RWifgje0gRqMwCULvj7gQ,gas_station,Yes
44000144,51.356884,-2.368031,197.32,0.26,1.0,ChIJRw18Bd2AcUgRouVvc8GguVA,gas_station,Yes
44000145,51.434287,0.360684,77.70346269,3.420665548,1.0,ChIJ5SX68bi32EcR17xP8cx0kRM,gas_station,Yes
44000147,53.462899,-2.246809,-31.94974078,4.384967931,0.0,ChIJfd_q4vCxe0gRNuB5LDrI1hk,gas_station,Yes
44000148,53.477127,-2.265178,90.80589933,6.007608898,1.0,ChIJn4edJiCue0gR54Yoz2y1Jvw,gas_station,Yes
44000149,55.938468,-3.105352,-47.32523318,1.920951015,2.0,ChIJAQSd1Qe5h0gRhNiwEjVQ45E,gas_station,Yes
44000151,51.37964,-0.083238,239.73,-3.05,1.0,ChIJ-QE6OdAAdkgRD-496-dzNFc,gas_station,Yes
44000153,54.610351,-5.92531,-85.07538104,-2.327472697,1.0,ChIJPX8ipE0IYUgRg2c1yNzQ6dA,gas_station,Yes
44000154,52.01587,-0.501326,-53.60868005,4.011343504,1.0,ChIJySdR0LVMdkgRPSnT3LDjrg4,gas_station,Yes
44000155,51.51891,-0.712173,-12.70797233,-0.421594441,1.0,ChIJo6UCjNZidkgRGYEtc0rG94Q,gas_station,Yes
44000156,54.580615,-5.894642,-31.43939501,1.106324517,1.0,ChIJt1gRrxYJYUgR3zPZI_cFLZg,gas_station,Yes
44000157,51.758435,-0.467895,-157.0393077,6.911818468,1.0,ChIJj-6uwlBBdkgR9-ZJjSvL5zs,gas_station,Yes
44000158,54.976576,-1.659526,-104.777814,0.6399754,1.0,ChIJy8BjFhJ3fkgR6dOmr8uYv10,gas_station,Yes
44000159,54.629993,-5.973581,-29.84143854,-4.938202897,1.0,ChIJyZDuqgUIYUgRBmgwFSglByA,gas_station,Yes
44000161,51.503495,-0.095768,122.870308,-1.403539564,1.0,ChIJFZCSWqYEdkgRrIou3nanh70,gas_station,Yes
44000162,51.472588,0.158166,-59.16525043,3.755677486,1.0,ChIJKWk5rEyu2EcRrmNBDivKGHQ,gas_station,Yes
44000163,55.680988,-4.516124,125.67,-0.83,1.0,ChIJp1Rgtpg0iEgRz_kwELBzIQc,gas_station,Yes
44000165,51.436273,0.126037,-112.5474553,2.015515598,1.0,ChIJq6p-f5yu2EcRDMjNLtfPuIA,gas_station,Yes
44000166,50.836053,-0.077914,36.25504243,-0.794807637,1.0,ChIJj-EJjBqGdUgRxuVX1h71b3Y,gas_station,Yes
44000167,53.747985,-0.274433,57.82809431,0.133934469,1.0,ChIJ7UIj-JG9eEgRs_NL2hSYY_0,gas_station,Yes
44000169,50.797923,-1.975837,238.5,-6.86,1.0,ChIJ9wkoKI6kc0gRxvuYaa6Rkhk,gas_station,Yes
44000170,51.389075,-0.488636,-106.2513661,6.610842451,1.0,ChIJP3BKaYp2dkgRbOZtwOJO7iw,gas_station,Yes
44000171,51.428453,-0.469268,-166.4189706,4.308307797,1.0,ChIJ_09SwPhzdkgRXXJpMv9cxwI,gas_station,Yes
44000172,50.816121,-0.430637,-39.2602137,0.677122139,1.0,ChIJE8nX0hOjdUgROQzKCXpPPoQ,gas_station,Yes
44000173,51.901499,-0.46797,11.39528226,1.013065297,1.0,ChIJQycbqC9JdkgRQWwcZG-G7uk,gas_station,Yes
44000174,52.387486,-1.731058,232.0805733,-14.09047437,1.0,ChIJVVVhaqm3cEgRq06a4TZRYds,gas_station,Yes
44000175,55.969756,-3.229691,135.3112323,1.539646026,1.0,ChIJf5vKGQDHh0gRpPwwEqTlrPU,gas_station,Yes
44000176,51.344985,-0.795252,248.55,-0.04,1.0,ChIJCdA1cCqAdkgR-IH_j8_EM3w,gas_station,Yes
44000177,52.40838,-1.97523,172.6774853,2.326842425,1.0,ChIJ0clADiC-cEgRxJXma0oIf2M,gas_station,Yes
44000179,51.509495,-0.060573,208.5650663,0.923350077,1.0,ChIJ_VoWhTEDdkgRBg0JsvJCtUM,gas_station,Yes
44000181,51.581202,-0.347963,127.8155794,0.902844415,1.0,ChIJfXgKlkMTdkgRUyi9C2H98V8,gas_station,Yes
44000183,54.458913,-6.317337,-136.6230023,2.542951976,1.0,ChIJsSCbB6X8YEgR_4hB0A6t9wo,gas_station,Yes
44000184,51.401689,0.500975,0.082236283,0.747404528,1.0,ChIJWd95Q0TM2EcRfuPEXEd_ssk,gas_station,Yes
44000185,51.824552,-0.340243,-97.1651841,7.151242161,1.0,ChIJsZgY0E44dkgRPuR9BYA8k6I,gas_station,Yes
44000186,53.57868,-2.414123,170.1425499,4.071318313,1.0,ChIJazbCjFmme0gR-8t-nxcWFJE,gas_station,Yes
44000187,54.643966,-5.543315,-119.9212625,5.227479825,1.0,ChIJL5mwz-53YUgRmzILC--BmVY,gas_station,Yes
44000188,53.579648,-2.378476,57.83014696,5.788368382,1.0,ChIJJS-IEX2me0gRSxMQT0p3syw,gas_station,Yes
44000189,51.510511,-0.183739,-38.70224589,5.983245032,1.0,ChIJm22zvVYFdkgRLUZr2LMPfsg,gas_station,Yes
44000190,51.475704,-2.590796,291.16,1.6,1.0,ChIJc-YsUQ-OcUgRTHir7733VQ0,gas_station,Yes
44000191,51.550246,-0.109112,92.58278673,3.344804734,1.0,ChIJBWEgH3EbdkgRIgsU3v5XCoA,gas_station,Yes
44000192,53.751225,-2.360967,138.953416,2.956444126,1.0,ChIJddMOpuaYe0gRz4Sk15Rq7LU,gas_station,Yes
44000193,55.905736,-3.165219,-182.0210004,0.370637348,2.0,ChIJ7-L2t6i4h0gRJV-_HS8SrIQ,gas_station,Yes
44000196,53.3115,-1.126156,111.1931269,2.600749652,1.0,ChIJ28eBi0-heUgRw5xnpG0tQQ4,gas_station,Yes
44000197,51.491679,-0.179164,-70.15909457,12.56918625,1.0,ChIJYXHlB2cFdkgRLdMtYs9bH7A,gas_station,Yes
44000200,50.612764,-1.972346,15.8607006,1.883226125,2.0,ChIJl3rCKw0Jc0gRL-U5t5TpRz0,gas_station,Yes
44000202,54.464606,-6.348808,-102.0706328,1.730685341,1.0,ChIJoQBd_yH7YEgRNn7XeHtsZAQ,gas_station,Yes
44000203,51.48974,-0.076246,13.32,3.58,1.0,ChIJHabvT-EDdkgRGFb5fem3kGQ,gas_station,Yes
44000204,51.413188,-0.068531,93.12844189,5.080693782,1.0,,,Yes
44000205,51.447157,0.200253,-117.6317113,4.271710962,1.0,ChIJjYwLsuix2EcRUsdNuU81HpA,gas_station,Yes
44000206,54.59333,-5.688819,-140.5271269,5.646280881,1.0,ChIJR4GHUPZ0YUgRa5weqktP5Qw,gas_station,Yes
44000207,51.193751,-0.597807,7.436554743,8.605730774,1.0,ChIJs-EaLzfQdUgRWPdKgqKoxbQ,gas_station,Yes
44000208,51.401894,-0.118668,111.9082097,1.607162729,1.0,ChIJYf4MSugGdkgRR6VCVG_pE3g,gas_station,Yes
44000210,53.239273,-1.445206,-139.2187768,-2.725319372,1.0,ChIJtbpirReFeUgR2gJST3HBFL8,gas_station,Yes
44000211,51.440909,-1.049961,-1.351830437,1.439505347,1.0,ChIJYanIdluZdkgRcvAlg6dXtRw,gas_station,Yes
44000212,51.44435,-1.017967,33.45446321,-3.028684101,1.0,ChIJU-aBKOubdkgRPjjn-8nbbrc,gas_station,Yes
44000213,54.012933,-1.468691,64.85526824,4.318560301,1.0,ChIJLSZmfbRTeUgRdzoM8Jb_zNk,gas_station,Yes
44000216,51.07488,-1.819837,79.54351316,3.047865269,1.0,ChIJD_JLlNvrc0gRQtNl4DCz3Ow,gas_station,Yes
44000217,53.7733,-1.80902,109.9179698,2.82655515,1.0,ChIJHf5Nyfjme0gR02DmfaDVcN0,gas_station,Yes
44000218,54.531482,-6.02946,129.5753633,-0.026694172,1.0,ChIJHet5UTEEYUgR3qMCb-VIacI,gas_station,Yes
44000219,51.546576,-0.126769,-137.2692704,-0.329293555,1.0,ChIJ4X7YKRAbdkgRtjkJAZEoXaI,gas_station,Yes
44000221,52.267429,-1.892527,123.3286983,-1.668570329,1.0,ChIJ-0XoRWfBcEgR62V3CR_JU14,gas_station,Yes
44000222,51.863617,-2.21173,22.13788929,-6.750242445,1.0,ChIJMcbnDcgFcUgREyucHNZHGqQ,gas_station,Yes
44000223,54.236216,-1.340207,-77.23572095,-0.000647366,1.0,ChIJx-9TikG3fkgRje-ESPQD8iI,gas_station,Yes
44000224,51.660666,-0.904265,-130.7154804,3.566058703,1.0,ChIJ3QbD69-MdkgR6KIiPQrFYHQ,gas_station,Yes
44000225,55.956244,-3.24312,-110.8472144,6.73684264,1.0,ChIJpeRx30vGh0gR4in9_FbhM_Y,gas_station,Yes
44000226,51.447798,-0.113165,54.12463011,5.380205013,1.0,ChIJzThWFRQEdkgRgArNi26rYkc,gas_station,Yes
44000227,51.551683,-0.339873,70.80013932,3.36604968,1.0,ChIJ1xlqg_wSdkgRaqKv82E-Xx8,gas_station,Yes
44000228,51.41201,-0.82392,-117.8295438,-0.932845428,1.0,ChIJcwy5UT-BdkgRY-sI-hVcteU,gas_station,Yes
44000229,51.645875,-3.983093,-66.70012648,1.909803306,1.0,ChIJLaKvEeX0bkgRC0eLXr7PXgg,gas_station,Yes
44000230,54.58837,-5.847458,115.1783905,2.427176837,1.0,ChIJP3-6mtoLYUgRSbtcqaX6U6g,gas_station,Yes
44000232,52.037517,-0.338741,-148.140195,0.735140053,1.0,ChIJkSsH1t7Kd0gRsxUu3rHQSvE,gas_station,Yes
44000233,51.595125,-0.144993,-55.95438237,5.708953097,1.0,ChIJn19Qp5EZdkgR6ICjj4DRb4c,gas_station,Yes
44000234,51.643726,-1.006218,10.67238102,5.54057451,1.0,ChIJ6z2_mCSTdkgRUhI8GxUH2FI,gas_station,Yes
44000235,51.523197,-3.500549,151.3770264,-1.727047159,1.0,ChIJu0eFOE1sbkgROm1kSZ7T3eM,gas_station,Yes
44000236,54.460011,-5.83034,-150.3061088,2.896464935,1.0,ChIJeaV0kQISYUgR9TjgZ4pQuY8,gas_station,Yes
44000237,50.802603,0.251272,280.44,-7.22,1.0,ChIJW-zKvwpx30cRL9TNZfpjodw,gas_station,Yes
44000238,52.549819,-1.859483,-40.81340361,0.907463842,1.0,ChIJz_F7svKkcEgRLFkpwRkWvYQ,gas_station,Yes
44000239,54.891534,-6.213351,22.87792334,2.91266444,1.0,ChIJ_ftExni0YUgROP7G_vLTWH4,gas_station,Yes
44000241,51.603258,-0.018098,67.33714413,2.058108658,1.0,ChIJixXDfgsedkgRnis1K-bTuK0,gas_station,
44000242,52.442858,-1.812034,113.0414739,1.909397414,2.0,ChIJ7_8A2iS6cEgR-FhkV2HcyoA,gas_station,Yes
44000243,51.505604,-0.712383,88.56,5.74,1.0,ChIJ4wSlg09jdkgRFQGvcy-34XU,gas_station,Yes
44000244,51.59123,-0.04004,155.0155678,0.482409503,1.0,ChIJj1R6otEddkgRwA1iwpTTvtA,convenience_store,Yes
44000245,52.487986,-1.905611,-106.538668,5.74400803,1.0,ChIJayXDL5O8cEgRLhkoyCohOD0,gas_station,Yes
44000246,55.871138,-4.356567,-24.00282708,-12.41042132,1.0,ChIJPUliylpPiEgRDbhEk9GjyIw,gas_station,Yes
44000247,53.771049,-1.759678,-182.7888807,-0.362897601,2.0,,,Yes
44000248,50.909985,-1.389327,168.8794442,3.244719906,1.0,ChIJDZrQLU5xdEgRd7UoFEODAlM,gas_station,Yes
44000250,51.642353,0.618275,16.97248208,0.833342219,3.0,ChIJo4dPTKrd2EcRCXM7JAOLUgw,gas_station,Yes
44000252,51.441895,-0.352787,17.62537197,-1.479177461,1.0,ChIJCfLs3ZcMdkgR_drK5M79fBw,gas_station,Yes
44000253,53.443897,-2.309325,82.34137006,2.043461706,1.0,ChIJgZ9Qi82te0gRBtQgg0nbcVM,gas_station,Yes
44000254,51.58835,0.699498,-51.01099111,2.756717127,1.0,ChIJoUWa0C_Z2EcRnWEqBeM-yVY,gas_station,Yes
44000255,51.655097,0.065783,177.7344269,0.726197985,1.0,ChIJVyiyfbyh2EcRZDv807YVC5U,gas_station,Yes
44000256,51.018567,-3.830748,-166.2184906,2.456871455,1.0,ChIJbSGxY0zLbUgRrq40rDKBi08,gas_station,Yes
44000257,51.433508,-2.61774,-10.99864913,-0.322565244,1.0,ChIJadX_-jeMcUgR6JbnPi8vQGQ,gas_station,Yes
44000258,51.534102,-0.725136,-137.3199265,2.063151056,1.0,ChIJW4oX3-lidkgR4HQt5cR0xb0,gas_station,Yes
44000261,51.48269,0.369023,-119.0677308,-2.982559784,1.0,ChIJZ28vn9C32EcRtzUiqLt7whM,gas_station,Yes
44000262,53.495701,-2.279336,0.626806324,0.826780731,1.0,ChIJFYdmfjKue0gRZLAAPnNgYCQ,gas_station,Yes
44000265,53.416206,-2.899827,-70.53481062,4.098177484,1.0,ChIJz7oVs94he0gR6hA2-ZeOBvE,gas_station,Yes
44000266,53.167086,-0.538926,-71.7001605,-4.400155318,1.0,ChIJbfrXVFdEeEgR_ZMfMAiPSLI,gas_station,Yes
44000268,54.325275,-5.719349,169.0240158,-0.267249139,1.0,ChIJ0zj_yBUVYUgRHbwzjWagj14,gas_station,Yes
44000269,52.588041,-0.215187,104.146105,-0.812533188,1.0,ChIJw0IKFJHwd0gRHZC0K1almlg,gas_station,Yes
44000270,51.667564,-0.397944,47.08468711,4.900192518,1.0,ChIJd1eNELxqdkgRsnwhIbqrRyM,gas_station,Yes
44000271,51.423705,-0.083547,31.22240422,5.537561508,1.0,ChIJB3Ca7FABdkgRMdAtJ77bNxw,gas_station,Yes
44000274,53.733983,-0.421926,-173.3030895,0.269403119,1.0,ChIJ61T5zafqeEgR-sVld0duRtc,gas_station,Yes
44000276,51.602758,-0.054776,-29.84343938,-1.645553837,1.0,ChIJz_1S74UedkgRms4ZAIx_OJs,gas_station,Yes
44000277,50.724633,-1.937928,40.17312098,6.06369207,1.0,ChIJ2U0usTihc0gRvqI5nbLa13A,gas_station,Yes
